locus_tag	ftype	length_bp	gene	EC_number	COG	product
MEIMHKMB_01581	CDS	591	fni_2	5.3.3.2		Isopentenyl-diphosphate delta-isomerase
MEIMHKMB_01582	CDS	165				hypothetical protein
MEIMHKMB_01583	CDS	4044		3.2.1.97		Endo-alpha-N-acetylgalactosaminidase
MEIMHKMB_01584	CDS	813				hypothetical protein
MEIMHKMB_01585	CDS	156				hypothetical protein
MEIMHKMB_01586	tRNA	86				tRNA-Leu(gag)
MEIMHKMB_01587	CDS	183				hypothetical protein
MEIMHKMB_01588	CDS	192				hypothetical protein
MEIMHKMB_01589	CDS	465				hypothetical protein
MEIMHKMB_01590	tRNA	90				tRNA-Ser(cga)
MEIMHKMB_01591	CDS	246				hypothetical protein
MEIMHKMB_01592	CDS	237				hypothetical protein
MEIMHKMB_01593	CDS	195				hypothetical protein
MEIMHKMB_01594	CDS	351				hypothetical protein
MEIMHKMB_01595	CDS	966				hypothetical protein
MEIMHKMB_01596	CDS	663				hypothetical protein
MEIMHKMB_01597	CDS	471	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
MEIMHKMB_01598	CDS	1050	cggR		COG2390	Central glycolytic genes regulator
MEIMHKMB_01599	CDS	1002	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
MEIMHKMB_01600	CDS	1029	pgk	2.7.2.3		Phosphoglycerate kinase
MEIMHKMB_01601	CDS	756	tpiA_3	5.3.1.1	COG0149	Triosephosphate isomerase
MEIMHKMB_01602	CDS	1530	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
MEIMHKMB_01603	CDS	1299	eno	4.2.1.11	COG0148	Enolase
MEIMHKMB_01604	CDS	786				hypothetical protein
MEIMHKMB_01605	CDS	237	secG		COG1314	putative protein-export membrane protein SecG
MEIMHKMB_01606	CDS	747	est	3.1.1.1		Carboxylesterase
MEIMHKMB_01607	CDS	2598	rnr	3.1.13.1	COG0557	Ribonuclease R
MEIMHKMB_01608	CDS	453	smpB		COG0691	SsrA-binding protein
MEIMHKMB_01609	CDS	216				hypothetical protein
MEIMHKMB_01610	CDS	1719	rnjA	3.1.-.-	COG0595	Ribonuclease J1
MEIMHKMB_01611	CDS	1068	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
MEIMHKMB_01612	CDS	420				putative protein
MEIMHKMB_01613	CDS	495	nusB			Transcription antitermination protein NusB
MEIMHKMB_01614	CDS	1404	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
MEIMHKMB_01615	CDS	822	pdxK	2.7.1.35		Pyridoxine/pyridoxal/pyridoxamine kinase
MEIMHKMB_01616	CDS	564				hypothetical protein
MEIMHKMB_01617	CDS	771				putative ABC transporter ATP-binding protein
MEIMHKMB_01618	CDS	1308				hypothetical protein
MEIMHKMB_01619	CDS	1224	csd	2.8.1.7		putative cysteine desulfurase
MEIMHKMB_01620	CDS	492	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
MEIMHKMB_01621	CDS	1077				hypothetical protein
MEIMHKMB_01622	CDS	321				hypothetical protein
MEIMHKMB_01623	CDS	573				hypothetical protein
MEIMHKMB_01624	CDS	588				hypothetical protein
MEIMHKMB_01625	CDS	1758				hypothetical protein
MEIMHKMB_01626	CDS	1719	ezrA		COG4477	Septation ring formation regulator EzrA
MEIMHKMB_01627	CDS	1152	nifS	2.8.1.7	COG1104	Cysteine desulfurase NifS
MEIMHKMB_01628	CDS	1215	thiI	2.8.1.4	COG0301	putative tRNA sulfurtransferase
MEIMHKMB_01629	CDS	234				hypothetical protein
MEIMHKMB_01630	CDS	1302	murAA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
MEIMHKMB_01631	CDS	1065	mbl		COG1077	Cell shape-determining protein Mbl
MEIMHKMB_01632	CDS	201				hypothetical protein
MEIMHKMB_01633	CDS	378				hypothetical protein
MEIMHKMB_01634	CDS	465	mraZ			Transcriptional regulator MraZ
MEIMHKMB_01635	CDS	942	rsmH	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
MEIMHKMB_01636	CDS	462				hypothetical protein
MEIMHKMB_01637	CDS	1698	pbpX		COG0768	Penicillin-binding protein 2x
MEIMHKMB_01638	CDS	1491	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
MEIMHKMB_01639	CDS	951	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
MEIMHKMB_01640	CDS	1392	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
MEIMHKMB_01641	CDS	681	murG_1	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
MEIMHKMB_01642	CDS	435	murG_2	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
MEIMHKMB_01643	CDS	1179	divIB			Cell division protein DivIB
MEIMHKMB_01644	CDS	1476	ftsA			Cell division protein FtsA
MEIMHKMB_01645	CDS	1284	ftsZ		COG0206	Cell division protein FtsZ
MEIMHKMB_01646	CDS	255				hypothetical protein
MEIMHKMB_01647	CDS	783				hypothetical protein
MEIMHKMB_01648	CDS	687	gpsB_1			Cell cycle protein GpsB
MEIMHKMB_01649	CDS	2787	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
MEIMHKMB_01650	CDS	1338	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
MEIMHKMB_01651	CDS	1275			COG2256	putative AAA domain-containing protein
MEIMHKMB_01652	CDS	1161	iscS	2.8.1.7		Cysteine desulfurase IscS
MEIMHKMB_01653	CDS	336				hypothetical protein
MEIMHKMB_01654	CDS	1128	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
MEIMHKMB_01655	CDS	120				hypothetical protein
MEIMHKMB_01656	CDS	315				hypothetical protein
MEIMHKMB_01657	CDS	2520	recD2	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
MEIMHKMB_01658	CDS	603	sodA1	1.15.1.1	COG0605	Superoxide dismutase [Mn] 1
MEIMHKMB_01659	CDS	756	lacR			Lactose phosphotransferase system repressor
MEIMHKMB_01660	CDS	426	lacA	5.3.1.26		Galactose-6-phosphate isomerase subunit LacA
MEIMHKMB_01661	CDS	516	lacB	5.3.1.26		Galactose-6-phosphate isomerase subunit LacB
MEIMHKMB_01662	CDS	978	lacD	4.1.2.40		Tagatose 1,6-diphosphate aldolase
MEIMHKMB_01663	CDS	315	lacF_2		COG1447	PTS system lactose-specific EIIA component
MEIMHKMB_01664	CDS	1701	lacE_1			PTS system lactose-specific EIICB component
MEIMHKMB_01665	CDS	1407	lacG_2	3.2.1.85		6-phospho-beta-galactosidase
MEIMHKMB_01666	CDS	2430				hypothetical protein
MEIMHKMB_01667	CDS	849	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MEIMHKMB_01668	CDS	1122	dinB	2.7.7.7	COG0389	DNA polymerase IV
MEIMHKMB_01669	CDS	1311	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
MEIMHKMB_01670	CDS	987	nrnA	3.1.-.-	COG0618	putative bifunctional oligoribonuclease and PAP phosphatase NrnA
MEIMHKMB_01671	CDS	1434	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
MEIMHKMB_01672	CDS	702				hypothetical protein
MEIMHKMB_01673	CDS	1155	cinA			Putative competence-damage inducible protein
MEIMHKMB_01674	CDS	1047	recA		COG0468	Protein RecA
MEIMHKMB_01675	CDS	2511				hypothetical protein
MEIMHKMB_01676	CDS	258				hypothetical protein
MEIMHKMB_01677	CDS	2106	penA		COG0768	Penicillin-binding protein 2B
MEIMHKMB_01678	CDS	453				Flavodoxin
MEIMHKMB_01679	CDS	1242	pepS	3.4.11.-	COG2309	Aminopeptidase PepS
MEIMHKMB_01680	CDS	252				hypothetical protein
MEIMHKMB_01681	CDS	873	gtaB_2	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
MEIMHKMB_01682	CDS	1029	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
MEIMHKMB_01683	CDS	945	tagU_3	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
MEIMHKMB_01684	CDS	1380	tagU_4	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
MEIMHKMB_01685	CDS	474				IS200/IS605 family transposase ISSpn6
MEIMHKMB_01686	CDS	348				hypothetical protein
MEIMHKMB_01687	CDS	321				hypothetical protein
MEIMHKMB_01688	CDS	1983				hypothetical protein
MEIMHKMB_01689	CDS	480	ntpK			V-type sodium ATPase subunit K
MEIMHKMB_01690	CDS	579	atpE_2			V-type proton ATPase subunit E
MEIMHKMB_01691	CDS	1014	ntpC			V-type sodium ATPase subunit C
MEIMHKMB_01692	CDS	321	ntpG			V-type sodium ATPase subunit G
MEIMHKMB_01693	CDS	1788	ntpA	7.2.2.1		V-type sodium ATPase catalytic subunit A
MEIMHKMB_01694	CDS	1383	ntpB			V-type sodium ATPase subunit B
MEIMHKMB_01695	CDS	624	ntpD			V-type sodium ATPase subunit D
MEIMHKMB_01696	CDS	852	murI	5.1.1.3	COG0796	Glutamate racemase
MEIMHKMB_01697	CDS	603		3.6.1.66		dITP/XTP pyrophosphatase
MEIMHKMB_01698	CDS	555				hypothetical protein
MEIMHKMB_01699	CDS	498	ykuL		COG0517	CBS domain-containing protein YkuL
MEIMHKMB_01700	CDS	813				hypothetical protein
MEIMHKMB_01701	CDS	534				hypothetical protein
MEIMHKMB_01702	CDS	423				hypothetical protein
MEIMHKMB_01703	CDS	744	gla		COG0580	Glycerol facilitator-aquaporin gla
MEIMHKMB_01704	CDS	1269				hypothetical protein
MEIMHKMB_01705	CDS	552				hypothetical protein
MEIMHKMB_01706	CDS	1251	cca	2.7.7.72		CCA-adding enzyme
MEIMHKMB_01707	CDS	2487	dinG	3.1.-.-		3'-5' exonuclease DinG
MEIMHKMB_01708	CDS	480				hypothetical protein
MEIMHKMB_01709	CDS	1299	asnS	6.1.1.22		Asparagine--tRNA ligase
MEIMHKMB_01710	CDS	1416				hypothetical protein
MEIMHKMB_01711	CDS	270	rpsO			30S ribosomal protein S15
MEIMHKMB_01712	CDS	2103	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
MEIMHKMB_01713	CDS	480	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
MEIMHKMB_01714	CDS	1047	purK_1	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
MEIMHKMB_01715	CDS	1101	purL_1	6.3.5.3		Phosphoribosylformylglycinamidine synthase subunit PurL
MEIMHKMB_01716	CDS	2628	purL_2	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
MEIMHKMB_01717	CDS	708	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
MEIMHKMB_01718	CDS	504	purF_1	2.4.2.14		Amidophosphoribosyltransferase
MEIMHKMB_01719	CDS	921	purF_2	2.4.2.14		Amidophosphoribosyltransferase
MEIMHKMB_01720	CDS	789	purM_1	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
MEIMHKMB_01721	CDS	219	purM_2	6.3.3.1		Phosphoribosylformylglycinamidine cyclo-ligase
MEIMHKMB_01722	CDS	573	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
MEIMHKMB_01723	CDS	1530	purH			Bifunctional purine biosynthesis protein PurH
MEIMHKMB_01724	CDS	1236	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
MEIMHKMB_01725	CDS	1305	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
MEIMHKMB_01726	CDS	1122				hypothetical protein
MEIMHKMB_01727	CDS	558				hypothetical protein
MEIMHKMB_01728	CDS	1683	rnj2	3.1.-.-		Ribonuclease J 2
MEIMHKMB_01729	CDS	585				hypothetical protein
MEIMHKMB_01730	CDS	726	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
MEIMHKMB_01731	CDS	807			COG0327	GTP cyclohydrolase 1 type 2 
MEIMHKMB_01732	CDS	1242	pepT_2	3.4.11.4		Peptidase T
MEIMHKMB_01733	CDS	3537	addB_1	3.1.-.-	COG3857	ATP-dependent helicase/deoxyribonuclease subunit B
MEIMHKMB_01734	CDS	3936	addA	3.1.-.-	COG1074	ATP-dependent helicase/nuclease subunit A
MEIMHKMB_01735	CDS	990	manX	2.7.1.191		PTS system mannose-specific EIIAB component
MEIMHKMB_01736	CDS	816	sorA		COG3715	PTS system sorbose-specific EIIC component
MEIMHKMB_01737	CDS	918	manZ		COG3716	PTS system mannose-specific EIID component
MEIMHKMB_01738	CDS	3900	mtgA	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
MEIMHKMB_01739	CDS	564				hypothetical protein
MEIMHKMB_01740	CDS	987				hypothetical protein
MEIMHKMB_01741	CDS	1356	mepA			Multidrug export protein MepA
MEIMHKMB_01742	CDS	273				hypothetical protein
MEIMHKMB_01743	CDS	402				hypothetical protein
MEIMHKMB_01744	CDS	978				hypothetical protein
MEIMHKMB_01745	CDS	423	rnhA		COG0328	14.7 kDa ribonuclease H-like protein
MEIMHKMB_01746	CDS	381	gpsB_2			Cell cycle protein GpsB
MEIMHKMB_01747	CDS	1158	rlmL_1	2.1.1.173	COG0116	Ribosomal RNA large subunit methyltransferase L
MEIMHKMB_01748	tmRNA	361	ssrA			transfer-messenger RNA, SsrA
MEIMHKMB_01749	CDS	987	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
MEIMHKMB_01750	CDS	1563	rny	3.1.-.-	COG1418	Ribonuclease Y
MEIMHKMB_01751	CDS	915				hypothetical protein
MEIMHKMB_01752	CDS	903	xerD			Tyrosine recombinase XerD
MEIMHKMB_01753	CDS	1170	deoB	5.4.2.7		Phosphopentomutase
MEIMHKMB_01754	CDS	801	punA	2.4.2.1		Purine nucleoside phosphorylase 1
MEIMHKMB_01755	CDS	411				hypothetical protein
MEIMHKMB_01756	CDS	810	scpA		COG1354	Segregation and condensation protein A
MEIMHKMB_01757	CDS	639	scpB			Segregation and condensation protein B
MEIMHKMB_01758	CDS	876	rluB_2	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
MEIMHKMB_01759	CDS	588	fmnP		COG3601	Riboflavin transporter FmnP
MEIMHKMB_01760	CDS	213				hypothetical protein
MEIMHKMB_01761	CDS	678				hypothetical protein
MEIMHKMB_01762	CDS	672	cmk	2.7.4.25	COG0283	Cytidylate kinase
MEIMHKMB_01763	CDS	1254	ypfD		COG0539	30S ribosomal protein S1 
MEIMHKMB_01764	CDS	1314	der		COG1160	GTPase Der
MEIMHKMB_01765	CDS	276	hup_2		COG0776	DNA-binding protein HU
MEIMHKMB_01766	CDS	696	gpmA_2	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
MEIMHKMB_01767	CDS	1197	rodA	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase RodA
MEIMHKMB_01768	CDS	339				Glycine cleavage system H-like protein
MEIMHKMB_01769	CDS	732		2.4.2.-	COG2071	Putative glutamine amidotransferase
MEIMHKMB_01770	CDS	1023	yqeN		COG1466	putative protein YqeN
MEIMHKMB_01771	CDS	258	rpsT		COG0268	30S ribosomal protein S20
MEIMHKMB_01772	CDS	1983	uvrB_1			UvrABC system protein B
MEIMHKMB_01773	CDS	975				hypothetical protein
MEIMHKMB_01774	CDS	228				hypothetical protein
MEIMHKMB_01775	CDS	837	nnrD	4.2.1.136	COG0063	ADP-dependent (S)-NAD(P)H-hydrate dehydratase
MEIMHKMB_01776	CDS	960	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
MEIMHKMB_01777	CDS	768	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
MEIMHKMB_01778	CDS	675	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
MEIMHKMB_01779	CDS	2211	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
MEIMHKMB_01780	CDS	450	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
MEIMHKMB_01781	tRNA	83				tRNA-Leu(cag)
MEIMHKMB_01782	CDS	825		3.1.3.-		Putative phosphatase
MEIMHKMB_01783	CDS	927	ytlR	2.7.1.-	COG1597	Putative lipid kinase YtlR
MEIMHKMB_01784	CDS	180				hypothetical protein
MEIMHKMB_01785	CDS	1524	alaS_1	6.1.1.7		Alanine--tRNA ligase
MEIMHKMB_01786	CDS	1041	alaS_2	6.1.1.7		Alanine--tRNA ligase
MEIMHKMB_01787	CDS	258				hypothetical protein
MEIMHKMB_01788	CDS	429	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
MEIMHKMB_01789	CDS	333				hypothetical protein
MEIMHKMB_01790	CDS	1176	mltG_1	4.2.2.-		Endolytic murein transglycosylase
MEIMHKMB_01791	CDS	651	udk	2.7.1.48	COG0572	Uridine kinase
MEIMHKMB_01792	CDS	480	greA		COG0782	Transcription elongation factor GreA
MEIMHKMB_01793	CDS	561				hypothetical protein
MEIMHKMB_01794	CDS	1059	liaS	2.7.13.3	COG4585	Sensor histidine kinase LiaS
MEIMHKMB_01795	CDS	636	liaR		COG2197	Transcriptional regulatory protein LiaR
MEIMHKMB_01796	CDS	327				hypothetical protein
MEIMHKMB_01797	CDS	561				hypothetical protein
MEIMHKMB_01798	CDS	1026	tmpC		COG1744	Membrane lipoprotein TmpC
MEIMHKMB_01799	CDS	1572	xylG	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
MEIMHKMB_01800	CDS	1068				hypothetical protein
MEIMHKMB_01801	CDS	954				hypothetical protein
MEIMHKMB_01802	CDS	1299				hypothetical protein
MEIMHKMB_01803	CDS	1293				hypothetical protein
MEIMHKMB_01804	CDS	1050				hypothetical protein
MEIMHKMB_01805	CDS	582	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
MEIMHKMB_01806	CDS	408				hypothetical protein
MEIMHKMB_01807	CDS	684	mltG_2	4.2.2.-		Endolytic murein transglycosylase
MEIMHKMB_01808	CDS	705	arlR		COG0745	Response regulator ArlR
MEIMHKMB_01809	CDS	1476	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
MEIMHKMB_01810	CDS	972	yidC			Membrane protein insertase YidC
MEIMHKMB_01811	CDS	636	gmk	2.7.4.8	COG0194	Guanylate kinase
MEIMHKMB_01812	CDS	198	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
MEIMHKMB_01813	CDS	1344	priA_1	3.6.4.-		primosomal protein N'
MEIMHKMB_01814	CDS	822	priA_2	3.6.4.-		primosomal protein N'
MEIMHKMB_01815	CDS	996	fmt	2.1.2.9		Methionyl-tRNA formyltransferase
MEIMHKMB_01816	CDS	1374	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
MEIMHKMB_01817	CDS	768	stp	3.1.3.16	COG0631	Serine/threonine phosphatase stp
MEIMHKMB_01818	CDS	1980	prkC	2.7.11.1	COG0515	Serine/threonine-protein kinase PrkC
MEIMHKMB_01819	CDS	177				hypothetical protein
MEIMHKMB_01820	CDS	816	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
MEIMHKMB_01821	CDS	648	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
MEIMHKMB_01822	CDS	675	thiN	2.7.6.2	COG1564	Thiamine pyrophosphokinase
MEIMHKMB_01823	CDS	189	rpmB			50S ribosomal protein L28
MEIMHKMB_01824	CDS	357				putative protein
MEIMHKMB_01825	CDS	1674				putative protein
MEIMHKMB_01826	CDS	2037	recG	3.6.4.12		ATP-dependent DNA helicase RecG
MEIMHKMB_01827	CDS	1020	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
MEIMHKMB_01828	CDS	243	acpP		COG0236	Acyl carrier protein
MEIMHKMB_01829	CDS	570	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
MEIMHKMB_01830	CDS	450	oppD_3		COG0444	Oligopeptide transport ATP-binding protein OppD
MEIMHKMB_01831	CDS	960	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
MEIMHKMB_01832	CDS	963	gsiC		COG0601	Glutathione transport system permease protein GsiC
MEIMHKMB_01833	CDS	936	oppC_2		COG1173	Oligopeptide transport system permease protein OppC
MEIMHKMB_01834	CDS	1647	oppA_2		COG4166	Oligopeptide-binding protein OppA
MEIMHKMB_01835	CDS	1746	appA_1			Oligopeptide-binding protein AppA
MEIMHKMB_01836	CDS	1752	appA_2			Oligopeptide-binding protein AppA
MEIMHKMB_01837	CDS	1752	appA_3			Oligopeptide-binding protein AppA
MEIMHKMB_01838	CDS	1752				hypothetical protein
MEIMHKMB_01839	CDS	1749	appA_4			Oligopeptide-binding protein AppA
MEIMHKMB_01840	CDS	738	rnc	3.1.26.3	COG0571	Ribonuclease 3
MEIMHKMB_01841	CDS	3534	smc		COG1196	Chromosome partition protein Smc
MEIMHKMB_01842	CDS	810	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
MEIMHKMB_01843	CDS	1023	ftsY		COG0552	Signal recognition particle receptor FtsY
MEIMHKMB_01844	CDS	435				hypothetical protein
MEIMHKMB_01845	CDS	372	mntR		COG1321	HTH-type transcriptional regulator MntR
MEIMHKMB_01846	CDS	321				hypothetical protein
MEIMHKMB_01847	CDS	1476	ffh		COG0541	Signal recognition particle protein
MEIMHKMB_01848	CDS	438		1.-.-.-		putative oxidoreductase
MEIMHKMB_01849	CDS	813		1.-.-.-		putative oxidoreductase
MEIMHKMB_01850	CDS	510				hypothetical protein
MEIMHKMB_01851	CDS	534				hypothetical protein
MEIMHKMB_01852	CDS	339				Glycine cleavage system H-like protein
MEIMHKMB_01853	CDS	804		3.2.1.-		Protein-ADP-ribose hydrolase
MEIMHKMB_01854	CDS	876		2.4.2.-		Protein ADP-ribosyltransferase
MEIMHKMB_01855	CDS	1023		6.3.1.20		Lipoate--protein ligase 2
MEIMHKMB_01856	CDS	732	scaC	7.2.2.5	COG1121	Manganese import ATP-binding protein ScaC
MEIMHKMB_01857	CDS	849	mntB			Manganese transport system membrane protein MntB
MEIMHKMB_01858	CDS	918	ssaB		COG0803	Manganese ABC transporter substrate-binding lipoprotein
MEIMHKMB_01859	CDS	264	rpsP		COG0228	30S ribosomal protein S16
MEIMHKMB_01860	CDS	264				hypothetical protein
MEIMHKMB_01861	CDS	963				hypothetical protein
MEIMHKMB_01862	CDS	975				hypothetical protein
MEIMHKMB_01863	CDS	1011				hypothetical protein
MEIMHKMB_01864	CDS	978				hypothetical protein
MEIMHKMB_01865	CDS	990				hypothetical protein
MEIMHKMB_01866	CDS	534	rimM			Ribosome maturation factor RimM
MEIMHKMB_01867	CDS	732	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
MEIMHKMB_01868	CDS	348	rplS		COG0335	50S ribosomal protein L19
MEIMHKMB_01869	CDS	1773				hypothetical protein
MEIMHKMB_01870	CDS	927				hypothetical protein
MEIMHKMB_01871	CDS	1833				hypothetical protein
MEIMHKMB_01872	CDS	1008				hypothetical protein
MEIMHKMB_01873	CDS	438				hypothetical protein
MEIMHKMB_01874	CDS	1320				hypothetical protein
MEIMHKMB_01875	CDS	1758				hypothetical protein
MEIMHKMB_01876	CDS	798				hypothetical protein
MEIMHKMB_01877	CDS	684				hypothetical protein
MEIMHKMB_01878	CDS	1377				hypothetical protein
MEIMHKMB_01879	CDS	633	nth_1	4.2.99.18	COG0177	Endonuclease III
MEIMHKMB_01880	CDS	624	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
MEIMHKMB_01881	CDS	789				hypothetical protein
MEIMHKMB_01882	CDS	576	yqgN		COG0212	putative protein YqgN
MEIMHKMB_01883	CDS	711	gluP	3.4.21.105	COG0705	Rhomboid protease GluP
MEIMHKMB_01884	CDS	975	glcK_2	2.7.1.2	COG1940	Glucokinase
MEIMHKMB_01885	CDS	336				hypothetical protein
MEIMHKMB_01886	CDS	627				hypothetical protein
MEIMHKMB_01887	CDS	357				hypothetical protein
MEIMHKMB_01888	CDS	342				hypothetical protein
MEIMHKMB_01889	CDS	357				hypothetical protein
MEIMHKMB_01890	CDS	321				hypothetical protein
MEIMHKMB_01891	CDS	645	IMPDH_2	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
MEIMHKMB_01892	CDS	705	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
MEIMHKMB_01893	CDS	777	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
MEIMHKMB_01894	CDS	681				hypothetical protein
MEIMHKMB_01895	CDS	297				hypothetical protein
MEIMHKMB_01896	CDS	420	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
MEIMHKMB_01897	CDS	378	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
MEIMHKMB_01898	CDS	1155	braC		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
MEIMHKMB_01899	CDS	606				hypothetical protein
MEIMHKMB_01900	CDS	1419	scrB	3.2.1.26	COG1621	Sucrose-6-phosphate hydrolase
MEIMHKMB_01901	CDS	1392	treP		COG1263	PTS system trehalose-specific EIIBC component
MEIMHKMB_01902	CDS	981	treR_1		COG1609	HTH-type transcriptional regulator TreR
MEIMHKMB_01903	CDS	753	rep	3.6.4.12		ATP-dependent DNA helicase Rep
MEIMHKMB_01904	CDS	261				hypothetical protein
MEIMHKMB_01905	CDS	1368				hypothetical protein
MEIMHKMB_01906	CDS	1404				hypothetical protein
MEIMHKMB_01907	CDS	1929				hypothetical protein
MEIMHKMB_01908	CDS	384				hypothetical protein
MEIMHKMB_01909	CDS	462				hypothetical protein
MEIMHKMB_01910	CDS	501				hypothetical protein
MEIMHKMB_01911	CDS	636				hypothetical protein
MEIMHKMB_01912	CDS	1938	walK	2.7.13.3		Sensor histidine kinase WalK
MEIMHKMB_01913	CDS	705	walR_2		COG0745	Transcriptional regulatory protein WalR
MEIMHKMB_01914	CDS	1380				hypothetical protein
MEIMHKMB_01915	CDS	612	cof	3.6.1.-		HMP-PP phosphatase
MEIMHKMB_01916	CDS	246				hypothetical protein
MEIMHKMB_01917	tRNA	90				tRNA-Ser(cga)
MEIMHKMB_01918	CDS	564				hypothetical protein
MEIMHKMB_01919	CDS	129				hypothetical protein
MEIMHKMB_01920	CDS	444				hypothetical protein
MEIMHKMB_01921	CDS	552				hypothetical protein
MEIMHKMB_01922	CDS	1353	nox_2	1.6.99.3	COG0446	NADH oxidase
MEIMHKMB_01923	CDS	1491		1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
MEIMHKMB_01924	CDS	1368				Putative trans-acting regulator
MEIMHKMB_01925	CDS	2280	glgP_1	2.4.1.1	COG0058	Glycogen phosphorylase
MEIMHKMB_01926	CDS	1584	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
MEIMHKMB_01927	CDS	249				hypothetical protein
MEIMHKMB_01928	CDS	1173	mvaS	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
MEIMHKMB_01929	CDS	666	mvaA	1.1.1.88		3-hydroxy-3-methylglutaryl-coenzyme A reductase
MEIMHKMB_01930	CDS	579				hypothetical protein
