locus_tag	ftype	length_bp	gene	EC_number	COG	product
KIPHENGE_01476	CDS	1509	mglA	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
KIPHENGE_01477	CDS	1269	tyrS	6.1.1.1		Tyrosine--tRNA ligase
KIPHENGE_01478	CDS	1476				hypothetical protein
KIPHENGE_01479	CDS	954				hypothetical protein
KIPHENGE_01480	CDS	1728				hypothetical protein
KIPHENGE_01481	CDS	1659	rssB			Regulator of RpoS
KIPHENGE_01482	CDS	1218				hypothetical protein
KIPHENGE_01483	CDS	1140	ydbM	1.3.99.-		Putative acyl-CoA dehydrogenase YdbM
KIPHENGE_01484	CDS	678	copR			Transcriptional activator protein CopR
KIPHENGE_01485	CDS	1245	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
KIPHENGE_01486	CDS	1083	ysdC	3.4.11.-	COG1363	Putative aminopeptidase YsdC
KIPHENGE_01487	CDS	705	rbn	3.1.26.11		Ribonuclease BN
KIPHENGE_01488	CDS	1008	lplJ	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
KIPHENGE_01489	CDS	99				hypothetical protein
KIPHENGE_01490	CDS	774				hypothetical protein
KIPHENGE_01491	CDS	312				hypothetical protein
KIPHENGE_01492	CDS	1353				hypothetical protein
KIPHENGE_01493	CDS	489				hypothetical protein
KIPHENGE_01494	CDS	351	mazF	3.1.-.-		Endoribonuclease MazF
KIPHENGE_01495	CDS	228				hypothetical protein
KIPHENGE_01496	CDS	222				hypothetical protein
KIPHENGE_01497	CDS	219				hypothetical protein
KIPHENGE_01498	CDS	543				hypothetical protein
KIPHENGE_01499	CDS	423				hypothetical protein
KIPHENGE_01500	CDS	1260				hypothetical protein
KIPHENGE_01501	CDS	1173				hypothetical protein
KIPHENGE_01502	CDS	240				hypothetical protein
KIPHENGE_01503	CDS	216				hypothetical protein
KIPHENGE_01504	CDS	474				hypothetical protein
KIPHENGE_01505	CDS	1593				hypothetical protein
KIPHENGE_01506	CDS	1077				hypothetical protein
KIPHENGE_01507	CDS	189				hypothetical protein
KIPHENGE_01508	CDS	684	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
KIPHENGE_01509	CDS	1182				hypothetical protein
KIPHENGE_01510	CDS	282				hypothetical protein
KIPHENGE_01511	CDS	345				hypothetical protein
KIPHENGE_01512	CDS	369				hypothetical protein
KIPHENGE_01513	CDS	579				hypothetical protein
KIPHENGE_01514	CDS	264				hypothetical protein
KIPHENGE_01515	CDS	126				hypothetical protein
KIPHENGE_01516	CDS	459				hypothetical protein
KIPHENGE_01517	CDS	909				hypothetical protein
KIPHENGE_01518	CDS	369				hypothetical protein
KIPHENGE_01519	CDS	246				hypothetical protein
KIPHENGE_01520	CDS	375				hypothetical protein
KIPHENGE_01521	CDS	351				hypothetical protein
KIPHENGE_01522	CDS	378				hypothetical protein
KIPHENGE_01523	CDS	1413				hypothetical protein
KIPHENGE_01524	CDS	549				hypothetical protein
KIPHENGE_01525	CDS	540				hypothetical protein
KIPHENGE_01526	CDS	777				hypothetical protein
KIPHENGE_01527	CDS	243				hypothetical protein
KIPHENGE_01528	CDS	342				hypothetical protein
KIPHENGE_01529	CDS	402				hypothetical protein
KIPHENGE_01530	CDS	783				hypothetical protein
KIPHENGE_01531	CDS	171				hypothetical protein
KIPHENGE_01532	CDS	1224				hypothetical protein
KIPHENGE_01533	CDS	1308				hypothetical protein
KIPHENGE_01534	CDS	999				hypothetical protein
KIPHENGE_01535	CDS	537				hypothetical protein
KIPHENGE_01536	CDS	654	prs_2			Putative ribose-phosphate pyrophosphokinase
KIPHENGE_01537	CDS	120				hypothetical protein
KIPHENGE_01538	CDS	1137				hypothetical protein
KIPHENGE_01539	CDS	618				hypothetical protein
KIPHENGE_01540	CDS	585				hypothetical protein
KIPHENGE_01541	CDS	96				hypothetical protein
KIPHENGE_01542	CDS	297				hypothetical protein
KIPHENGE_01543	CDS	675				hypothetical protein
KIPHENGE_01544	CDS	150				hypothetical protein
KIPHENGE_01545	CDS	645				hypothetical protein
KIPHENGE_01546	CDS	396				hypothetical protein
KIPHENGE_01547	CDS	480				hypothetical protein
KIPHENGE_01548	CDS	231				hypothetical protein
KIPHENGE_01549	CDS	366				hypothetical protein
KIPHENGE_01550	CDS	882		2.7.1.-	COG1597	Putative lipid kinase
KIPHENGE_01551	CDS	492				hypothetical protein
KIPHENGE_01552	CDS	1515	bbmA_2	3.2.1.-	COG0366	Intracellular maltogenic amylase
KIPHENGE_01553	CDS	891				hypothetical protein
KIPHENGE_01554	CDS	312				hypothetical protein
KIPHENGE_01555	CDS	717				hypothetical protein
KIPHENGE_01556	CDS	546			COG3689	Putative two-component membrane permease complex subunit SMU_746c
KIPHENGE_01557	CDS	270				hypothetical protein
KIPHENGE_01558	CDS	906			COG0701	Putative two-component membrane permease complex subunit SMU_747c
KIPHENGE_01559	CDS	1146				hypothetical protein
KIPHENGE_01560	CDS	267				hypothetical protein
KIPHENGE_01561	CDS	552	yhgF_2		COG2183	Protein YhgF
KIPHENGE_01562	CDS	597				hypothetical protein
KIPHENGE_01563	CDS	453				hypothetical protein
KIPHENGE_01564	CDS	471				hypothetical protein
KIPHENGE_01565	CDS	1896	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
KIPHENGE_01566	CDS	366				hypothetical protein
KIPHENGE_01567	CDS	720				hypothetical protein
KIPHENGE_01568	CDS	861				hypothetical protein
KIPHENGE_01569	CDS	183				hypothetical protein
KIPHENGE_01570	CDS	1281	murA1_3	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
KIPHENGE_01571	CDS	231				hypothetical protein
KIPHENGE_01572	CDS	2802				hypothetical protein
KIPHENGE_01573	CDS	570				hypothetical protein
KIPHENGE_01574	CDS	750				hypothetical protein
KIPHENGE_01575	CDS	759				hypothetical protein
KIPHENGE_01576	CDS	231				hypothetical protein
KIPHENGE_01577	CDS	309				hypothetical protein
KIPHENGE_01578	CDS	681				hypothetical protein
KIPHENGE_01579	CDS	405				hypothetical protein
KIPHENGE_01580	CDS	393				hypothetical protein
KIPHENGE_01581	CDS	552				hypothetical protein
KIPHENGE_01582	CDS	561				hypothetical protein
KIPHENGE_01583	CDS	309				hypothetical protein
KIPHENGE_01584	CDS	735				hypothetical protein
KIPHENGE_01585	CDS	570	obg_2	3.6.5.-		GTPase Obg
KIPHENGE_01586	CDS	447				hypothetical protein
KIPHENGE_01587	CDS	1341	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
KIPHENGE_01588	CDS	570	menH_3	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
KIPHENGE_01589	CDS	441		2.1.1.-	COG2265	putative RNA methyltransferase
KIPHENGE_01590	CDS	636				hypothetical protein
KIPHENGE_01591	CDS	228				hypothetical protein
KIPHENGE_01592	CDS	1227				hypothetical protein
KIPHENGE_01593	CDS	1059				hypothetical protein
KIPHENGE_01594	CDS	177				hypothetical protein
KIPHENGE_01595	CDS	228				hypothetical protein
KIPHENGE_01596	CDS	420				hypothetical protein
KIPHENGE_01597	CDS	651				hypothetical protein
KIPHENGE_01598	CDS	1107				hypothetical protein
KIPHENGE_01599	CDS	687				hypothetical protein
KIPHENGE_01600	CDS	432				hypothetical protein
KIPHENGE_01601	CDS	1704				hypothetical protein
KIPHENGE_01602	CDS	369				hypothetical protein
KIPHENGE_01603	CDS	990				hypothetical protein
KIPHENGE_01604	CDS	981				hypothetical protein
KIPHENGE_01605	CDS	1218				hypothetical protein
KIPHENGE_01606	CDS	291				hypothetical protein
KIPHENGE_01607	CDS	276				hypothetical protein
KIPHENGE_01608	CDS	528				hypothetical protein
KIPHENGE_01609	CDS	183				hypothetical protein
KIPHENGE_01610	CDS	642	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
KIPHENGE_01611	CDS	831				hypothetical protein
KIPHENGE_01612	CDS	1257				hypothetical protein
KIPHENGE_01613	CDS	891	ftsX		COG2177	Cell division protein FtsX
KIPHENGE_01614	CDS	687	ftsE		COG2884	Cell division ATP-binding protein FtsE
KIPHENGE_01615	CDS	996	prfB_1			Peptide chain release factor 2
KIPHENGE_01616	CDS	363				hypothetical protein
KIPHENGE_01617	CDS	192				hypothetical protein
KIPHENGE_01618	CDS	534				hypothetical protein
KIPHENGE_01619	CDS	249				hypothetical protein
KIPHENGE_01620	CDS	297				hypothetical protein
KIPHENGE_01621	CDS	162				hypothetical protein
KIPHENGE_01622	CDS	921				hypothetical protein
KIPHENGE_01623	CDS	549				hypothetical protein
KIPHENGE_01624	CDS	264				IS630 family transposase IS630-Spn1
KIPHENGE_01625	CDS	240				hypothetical protein
KIPHENGE_01626	CDS	1122				hypothetical protein
KIPHENGE_01627	CDS	327				hypothetical protein
KIPHENGE_01628	CDS	198				hypothetical protein
KIPHENGE_01629	CDS	1380				hypothetical protein
KIPHENGE_01630	CDS	1110				hypothetical protein
KIPHENGE_01631	CDS	348				hypothetical protein
KIPHENGE_01632	CDS	201				hypothetical protein
KIPHENGE_01633	CDS	1380				hypothetical protein
KIPHENGE_01634	CDS	1110				hypothetical protein
KIPHENGE_01635	CDS	348				hypothetical protein
KIPHENGE_01636	CDS	201				hypothetical protein
KIPHENGE_01637	CDS	783				hypothetical protein
KIPHENGE_01638	CDS	144				hypothetical protein
KIPHENGE_01639	CDS	201				hypothetical protein
KIPHENGE_01640	CDS	1404				hypothetical protein
KIPHENGE_01641	CDS	1368				hypothetical protein
KIPHENGE_01642	CDS	261				hypothetical protein
KIPHENGE_01643	CDS	753	rep_2	3.6.4.12		ATP-dependent DNA helicase Rep
KIPHENGE_01644	CDS	948				hypothetical protein
KIPHENGE_01645	CDS	1626	mleA	4.1.1.101	COG0281	Malolactic enzyme
KIPHENGE_01646	CDS	879	gltC			HTH-type transcriptional regulator GltC
KIPHENGE_01647	CDS	132				hypothetical protein
KIPHENGE_01648	CDS	498				hypothetical protein
KIPHENGE_01649	CDS	519				hypothetical protein
KIPHENGE_01650	CDS	5292				hypothetical protein
KIPHENGE_01651	CDS	420				hypothetical protein
KIPHENGE_01652	CDS	2631				hypothetical protein
KIPHENGE_01653	CDS	762				hypothetical protein
KIPHENGE_01654	CDS	231				hypothetical protein
KIPHENGE_01655	CDS	327				hypothetical protein
KIPHENGE_01656	CDS	591				hypothetical protein
KIPHENGE_01657	CDS	495				hypothetical protein
KIPHENGE_01658	CDS	321				hypothetical protein
KIPHENGE_01659	CDS	375				hypothetical protein
KIPHENGE_01660	CDS	1269	xerC_5			Tyrosine recombinase XerC
KIPHENGE_01661	CDS	924				hypothetical protein
KIPHENGE_01662	CDS	1053	repD_1			Replication initiation protein
KIPHENGE_01663	CDS	210				hypothetical protein
KIPHENGE_01664	CDS	198				hypothetical protein
KIPHENGE_01665	rRNA	1535				16S ribosomal RNA
KIPHENGE_01666	CDS	303				hypothetical protein
KIPHENGE_01667	rRNA	3110				23S ribosomal RNA
KIPHENGE_01668	rRNA	111				5S ribosomal RNA
KIPHENGE_01669	rRNA	107				5S ribosomal RNA
KIPHENGE_01670	CDS	1080				hypothetical protein
KIPHENGE_01671	CDS	972				hypothetical protein
KIPHENGE_01672	CDS	543				hypothetical protein
KIPHENGE_01673	CDS	411				hypothetical protein
KIPHENGE_01674	CDS	1011				hypothetical protein
KIPHENGE_01675	CDS	225				hypothetical protein
KIPHENGE_01676	CDS	642				hypothetical protein
KIPHENGE_01677	CDS	1158				hypothetical protein
KIPHENGE_01678	CDS	279				hypothetical protein
KIPHENGE_01679	CDS	441				hypothetical protein
KIPHENGE_01680	CDS	654				hypothetical protein
KIPHENGE_01681	CDS	156				hypothetical protein
KIPHENGE_01682	CDS	705				hypothetical protein
KIPHENGE_01683	CDS	198				hypothetical protein
KIPHENGE_01684	CDS	936				hypothetical protein
KIPHENGE_01685	CDS	555				hypothetical protein
KIPHENGE_01686	CDS	255				hypothetical protein
KIPHENGE_01687	CDS	930				hypothetical protein
KIPHENGE_01688	CDS	198				hypothetical protein
KIPHENGE_01689	CDS	1776	rpsA		COG0539	30S ribosomal protein S1
KIPHENGE_01690	CDS	669				hypothetical protein
KIPHENGE_01691	CDS	285				hypothetical protein
KIPHENGE_01692	CDS	423				hypothetical protein
KIPHENGE_01693	CDS	1782	ettA_2		COG0488	Energy-dependent translational throttle protein EttA
KIPHENGE_01694	CDS	516	engB_2		COG0218	putative GTP-binding protein EngB
KIPHENGE_01695	CDS	1392	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
KIPHENGE_01696	CDS	639				hypothetical protein
KIPHENGE_01697	CDS	2583				hypothetical protein
KIPHENGE_01698	CDS	1308				hypothetical protein
KIPHENGE_01699	CDS	702	gph_2	3.1.3.18		Phosphoglycolate phosphatase
KIPHENGE_01700	CDS	957				hypothetical protein
KIPHENGE_01701	CDS	789				hypothetical protein
KIPHENGE_01702	CDS	738				hypothetical protein
KIPHENGE_01703	CDS	351				hypothetical protein
KIPHENGE_01704	CDS	297				hypothetical protein
KIPHENGE_01705	CDS	1452	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
KIPHENGE_01706	CDS	237				hypothetical protein
KIPHENGE_01707	CDS	597				hypothetical protein
KIPHENGE_01708	CDS	273				hypothetical protein
KIPHENGE_01709	CDS	216				hypothetical protein
KIPHENGE_01710	CDS	198				hypothetical protein
KIPHENGE_01711	CDS	960				hypothetical protein
KIPHENGE_01712	CDS	237				hypothetical protein
KIPHENGE_01713	CDS	282				hypothetical protein
KIPHENGE_01714	CDS	1056	repD_2			Replication initiation protein
KIPHENGE_01715	CDS	1074				hypothetical protein
KIPHENGE_01716	CDS	1206				hypothetical protein
KIPHENGE_01717	CDS	159				hypothetical protein
KIPHENGE_01718	CDS	969	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
KIPHENGE_01719	CDS	978				hypothetical protein
KIPHENGE_01720	CDS	993				hypothetical protein
KIPHENGE_01721	CDS	1092	pglH	2.4.1.292	COG0438	GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase
KIPHENGE_01722	CDS	711				hypothetical protein
KIPHENGE_01723	CDS	948	gspA		COG1442	General stress protein A
KIPHENGE_01724	rRNA	1143				23S ribosomal RNA (partial)
KIPHENGE_01725	rRNA	1529				16S ribosomal RNA
KIPHENGE_01726	CDS	1977				hypothetical protein
KIPHENGE_01727	CDS	1674	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
KIPHENGE_01728	CDS	555				hypothetical protein
KIPHENGE_01729	CDS	477	argR		COG1438	Arginine repressor
KIPHENGE_01730	CDS	930	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
KIPHENGE_01731	CDS	954				putative epimerase/dehydratase
KIPHENGE_01732	CDS	1272	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
KIPHENGE_01733	CDS	1746				hypothetical protein
KIPHENGE_01734	CDS	1044	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
KIPHENGE_01735	CDS	1206	ackA_3	2.7.2.1	COG0282	Acetate kinase
KIPHENGE_01736	CDS	300				hypothetical protein
KIPHENGE_01737	CDS	504	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
KIPHENGE_01738	CDS	351				hypothetical protein
KIPHENGE_01739	CDS	2601				hypothetical protein
KIPHENGE_01740	CDS	387				hypothetical protein
KIPHENGE_01741	CDS	258				hypothetical protein
KIPHENGE_01742	CDS	1200				hypothetical protein
KIPHENGE_01743	CDS	765	srlR_2		COG1349	Glucitol operon repressor
KIPHENGE_01744	CDS	1599	glpA	1.1.5.3	COG0578	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
KIPHENGE_01745	CDS	612	glpB_1	1.1.5.3	COG3075	Anaerobic glycerol-3-phosphate dehydrogenase subunit B
KIPHENGE_01746	CDS	654	glpB_2	1.1.5.3	COG3075	Anaerobic glycerol-3-phosphate dehydrogenase subunit B
KIPHENGE_01747	CDS	1251	glpC		COG0247	Anaerobic glycerol-3-phosphate dehydrogenase subunit C
KIPHENGE_01748	CDS	1491	glpK	2.7.1.30	COG0554	Glycerol kinase
KIPHENGE_01749	CDS	813	glpF		COG0580	Glycerol uptake facilitator protein
KIPHENGE_01750	CDS	954				hypothetical protein
KIPHENGE_01751	CDS	999	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
KIPHENGE_01752	CDS	1092	rluD_3	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
KIPHENGE_01753	CDS	780				hypothetical protein
KIPHENGE_01754	CDS	156	rpmH_2		COG0230	50S ribosomal protein L34
KIPHENGE_01755	CDS	567	efp		COG0231	Elongation factor P
KIPHENGE_01756	CDS	1041				hypothetical protein
KIPHENGE_01757	CDS	687				hypothetical protein
KIPHENGE_01758	CDS	723	ybhL_2		COG0670	Inner membrane protein YbhL
KIPHENGE_01759	CDS	795	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
KIPHENGE_01760	CDS	873	folP	2.5.1.15	COG0294	Dihydropteroate synthase
KIPHENGE_01761	CDS	1656				hypothetical protein
KIPHENGE_01762	CDS	3210	susC_2			TonB-dependent receptor SusC
KIPHENGE_01763	CDS	1284	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
KIPHENGE_01764	tRNA	74				tRNA-Pro(cgg)
KIPHENGE_01765	CDS	1290				hypothetical protein
KIPHENGE_01766	CDS	1362				hypothetical protein
KIPHENGE_01767	CDS	498		3.6.1.25	COG2954	Inorganic triphosphatase
KIPHENGE_01768	CDS	1116	prfB_2		COG1186	Peptide chain release factor RF2
KIPHENGE_01769	CDS	1809		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
KIPHENGE_01770	CDS	408				hypothetical protein
KIPHENGE_01771	CDS	1581				IS21 family transposase ISPpu7
KIPHENGE_01772	CDS	789				IS21 family transposase ISGur9
KIPHENGE_01773	CDS	288				hypothetical protein
KIPHENGE_01774	CDS	108				hypothetical protein
KIPHENGE_01775	CDS	252				hypothetical protein
KIPHENGE_01776	CDS	405				hypothetical protein
KIPHENGE_01777	CDS	1272				hypothetical protein
KIPHENGE_01778	CDS	924				hypothetical protein
KIPHENGE_01779	CDS	852				hypothetical protein
KIPHENGE_01780	CDS	672				hypothetical protein
KIPHENGE_01781	CDS	147				hypothetical protein
KIPHENGE_01782	CDS	528				hypothetical protein
KIPHENGE_01783	CDS	1077				hypothetical protein
KIPHENGE_01784	CDS	1473				hypothetical protein
KIPHENGE_01785	CDS	339				hypothetical protein
KIPHENGE_01786	CDS	369				hypothetical protein
KIPHENGE_01787	CDS	801				ISL3 family transposase ISCARN113
KIPHENGE_01788	CDS	735	xerC_6			Tyrosine recombinase XerC
KIPHENGE_01789	CDS	405				hypothetical protein
KIPHENGE_01790	CDS	1230	xerC_7			Tyrosine recombinase XerC
KIPHENGE_01791	CDS	798	repD_3			Replication initiation protein
KIPHENGE_01792	CDS	192				hypothetical protein
KIPHENGE_01793	CDS	252				hypothetical protein
KIPHENGE_01794	CDS	282				hypothetical protein
KIPHENGE_01795	CDS	198				hypothetical protein
KIPHENGE_01796	CDS	699				hypothetical protein
KIPHENGE_01797	CDS	1005	ccpA_2		COG1609	Catabolite control protein A
KIPHENGE_01798	CDS	828	araQ_5		COG0395	L-arabinose transport system permease protein AraQ
KIPHENGE_01799	CDS	519	lacF_4			Lactose transport system permease protein LacF
KIPHENGE_01800	CDS	348				hypothetical protein
KIPHENGE_01801	CDS	1014				hypothetical protein
KIPHENGE_01802	CDS	300				hypothetical protein
KIPHENGE_01803	CDS	2334	ycjT	2.4.1.230	COG1554	Kojibiose phosphorylase
KIPHENGE_01804	CDS	255				hypothetical protein
KIPHENGE_01805	CDS	384				hypothetical protein
KIPHENGE_01806	CDS	225				hypothetical protein
KIPHENGE_01807	CDS	327				hypothetical protein
KIPHENGE_01808	CDS	438				hypothetical protein
KIPHENGE_01809	CDS	228	xerC_8			Tyrosine recombinase XerC
KIPHENGE_01810	CDS	237				hypothetical protein
KIPHENGE_01811	CDS	819				hypothetical protein
KIPHENGE_01812	CDS	210				hypothetical protein
KIPHENGE_01813	CDS	285				hypothetical protein
KIPHENGE_01814	CDS	594	lemA_3		COG1704	Protein LemA
KIPHENGE_01815	CDS	633				hypothetical protein
KIPHENGE_01816	CDS	561				hypothetical protein
KIPHENGE_01817	CDS	225				hypothetical protein
KIPHENGE_01818	CDS	573				hypothetical protein
KIPHENGE_01819	CDS	1062				hypothetical protein
KIPHENGE_01820	CDS	1125				hypothetical protein
KIPHENGE_01821	CDS	387				hypothetical protein
KIPHENGE_01822	CDS	237				hypothetical protein
KIPHENGE_01823	CDS	1053	repD_4			Replication initiation protein
KIPHENGE_01824	CDS	282				hypothetical protein
KIPHENGE_01825	CDS	219				hypothetical protein
KIPHENGE_01826	CDS	876	dapH	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
KIPHENGE_01827	CDS	2094	gtfB_1			UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase stabilizing protein GtfB
KIPHENGE_01828	CDS	876	gtfB_2			UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase stabilizing protein GtfB
KIPHENGE_01829	CDS	1233	glyE			Glycosyltransferase GlyE
